Condition,Durationinseconds,RecordedDate,Q4_ProductText,Q5_Initial_Urge,Q6_Initial_Intent,Q8_Browser,Q8_Version,Q8_OperatingSystem,Q8_Resolution,Q11_3_SqTable1,Q11_4_SqTable1,Q11_5_SqTable1,Q11_6_SqTable1,Q11_7_SqTable1,Q11_8_SqTable1,Q11_9_SqTable1,Q11_10_SqTable1,Q11_11_SqTable1,Q11_12_SqTable1,Q11_13_SqTable1,Q11_14_SqTable1,Q11_15_SqTable1,Q11_16_SqTable1,Q11_17_SqTable1,Q12_PageSubmit,Q15_3_SqTable2,Q15_4_SqTable2,Q15_5_SqTable2,Q15_6_SqTable2,Q15_7_SqTable2,Q15_8_SqTable2,Q15_9_SqTable2,Q15_10_SqTable2,Q15_11_SqTable2,Q15_12_SqTable2,Q15_13_SqTable2,Q15_14_SqTable2,Q15_15_SqTable2,Q15_16_SqTable2,Q15_17_SqTable2,Q16_PageSubmit,Q17_Grp2_PostUrge,Q18_Grp2_PostIntent,Q24_Grp1_PostUrge,Q25_Grp1_PostIntent,Q27_PlanningToBuy,IBT_1,IBT_2,IBT_3,IBT_4,IBT_5,MotivationLevel,SelfEfficacy,NFC_1,NFC_2,NFC_3,NFC_4,NFC_5,Gender,GenderTEXT,Age,Income,Race_White,Race_Hispanic,Race_Black,Race_NativeAmerican,Race_Asian,Race_PacificIslander,Race_Other,Race_Other_Text,Employment_FullTime,Employment_PartTime,Employment_OutLooking,Employment_OutNotLooking,Employment_StayHomeParent,Employment_Student,Employment_Military,Employment_Retired,Employment_UnableWork,MaritialStatus,Education,Q78_ReflectionDifficultyFor,Q79ReflectionDifficultyAgainst,Q108_DifficultyCounting,Q109_WasDistracted,Prod_Page_Number,Screener_Duration_sec,Screener_RecordedDate,Screener_Freq_ImpulseBuying,IBT5_NEW,IB_SCALE,NFC3_NEW,NFC_SCALE,DV_Urge,DV_Intent,ReflectionCondition,DistractionCondition,CHAR_Reflect_For_1,CHAR_Reflect_For_2,CHAR_Reflect_For_3,CHAR_Reflect_For_4,CHAR_Reflect_For_5,Total_Chars_ForBuying,CHAR_Reflect_Against_1,CHAR_Reflect_Against_2,CHAR_Reflect_Against_3,CHAR_Reflect_Against_4,CHAR_Reflect_Against_5,Total_Chars_AgainstBuying,Reflection_TotalCharacters,DV_POST_INDEX,DV_PRE_INDEX,NumberCorrect_Table1,NumberCorrect_Table2,NumberCorrect_TOTAL,TimeSpent_Distraction,ReflectionDiff_Urge,ReflectionDiff_Intent,DistractionDiff_Intent,DistractionDiff_Urge,NCFxReflection,AverageDifficulty_Reflection,InterventionDifficulty,InterventionTimeSpent,Male,IBTxReflection,IBTxDistraction,NCFxDistraction,UrgeIntent_DIFF,PerfectCountingScore_YN,filter_$
3,542,11/20/19 14:17,"""Product # 49: Harry Potter 48013 Cauldron Soup Mug with Spoon, Standard, Black""",5,5,Chrome iPad,78.0.3904.84,iPad,1024x1366, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,4,4,3,3,4,6,6,2,1,4,2,1,2, ,33,4,1,0,0,0,0,0,0, ,1, , , , , , , , ,1,6, , , , ,2,38,11/18/19 14:35,3,4,18,2,8,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0, , , , , ,0, , , ,0,0,0,0, ,0,0
3,413,11/21/19 8:57,"""Product # 29: Learning Resources Hide-N-Go Moo, Sensory Awareness Farm Animal Toy, 9 Pieces, Ages 2+""",3,3,Chrome iPhone,78.0.3904.84,iPhone,414x896, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,3,4,2,5,4,6,7,2,1,4,4,3,2, ,32,4,1,0,0,0,0,0,0, , , , , ,1, , , , ,1,3, , , , ,1,51,11/18/19 14:37,2,4,18,2,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0, , , , , ,0, , , ,0,0,0,0, ,0,0
3,227,11/20/19 15:46,"""Product # 10: The Ultimate Game of Thrones and Philosophy: You Think or Die, Paperback Book""",4,4,Chrome,78.0.3904.70,Macintosh,1440x900, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,4,5,5,6,4,4,4,2,1,5,3,3,2, ,23,2,1,0,0,0,0,0,0, , ,1, , , , , , , ,2,7, , , , ,1,45,11/18/19 14:30,2,4,24,1,10,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0, , , , , ,0, , , ,0,0,0,0, ,0,0
3,445,11/20/19 10:00,Product # 45: Bob Ross Heat Changing Mug - Add Coffee or Tea and a Happy Little Scene Appears,4,5,Firefox,70,Macintosh,1280x800, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,6,7,5,7,3,5,5,1,4,5,2,2,2, ,44,4,1,0,0,0,0,0,0, , , , , ,1, , , , ,1,3, , , , ,2,53,11/18/19 14:50,2,5,30,1,10,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,4.5,0,0,0, , , , , ,0, , , ,0,0,0,0, ,0,0
3,953,11/20/19 10:30,Product # 179: Dragon Stapler Novelty by Pacific Giftware,5,7,Chrome,78.0.3904.96,Android 9,412x732, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,6,7,3,5,2,6,5,4,2,4,4,4,2, ,36,2,1,0,0,0,0,0,0, ,1,1, , , , , , , ,3,5, , , , ,5,30,11/18/19 14:16,3,6,27,2,16,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0, , , , , ,0, , , ,0,0,0,0, ,0,0
3,624,11/20/19 10:18,Product # 42: StarPack Premium 3 Piece Mini White Ceramic Succulent Planter Pot Set,4,5,Chrome,77.0.3865.90,Macintosh,1440x900, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,4,4,3,5,3,5,5,4,3,2,4,4,2, ,44,4,1,0,0,0,0,0,0, ,1, , , , , , , , ,3,7, , , , ,2,67,11/18/19 14:48,2,5,21,4,19,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,4.5,0,0,0, , , , , ,0, , , ,0,0,0,0, ,0,0
3,307,11/19/19 12:02,"""Product # 86: Back to the Roots Organic Mushroom Farm Grow Kit, Harvest Gourmet Oyster Mushrooms In 10 days""",7,7,Chrome,78.0.3904.97,Windows NT 10.0,1920x1080, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,6,4,3,7,3,5,5,4,4,1,5,5,2, ,22,4,1,0,0,0,0,0,0, ,1, , , , , , , , ,2,6, , , , ,3,46,11/18/19 14:14,3,5,25,5,23,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0, , , , , ,0, , , ,0,0,0,0, ,0,0
3,501,11/20/19 14:16,Product # 42: StarPack Premium 3 Piece Mini White Ceramic Succulent Planter Pot Set,1,1,Firefox,70,Macintosh,1920x1080, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1,1,5,2,2,1,6,4,2,4,4,4,2, ,73,1,1,0,0,0,0,0,0, , , , , , , , ,1, ,3,8, , , , ,2,143,11/18/19 14:51,2,6,15,2,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0, , , , , ,0, , , ,0,0,0,0, ,0,0
3,1266,11/19/19 14:33,"""Product # 167: Paddywax Hygge Collection Scented Candle, 5-Ounce, Rosewood + Patchouli""",2,2,Chrome,78.0.3904.97,Windows NT 6.1,960x540, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1,2,1,4,5,7,6,4,4,4,4,4,2, ,62,1,1,0,0,0,0,0,0, , , , , , , , ,1,1,3,7, , , , ,5,77,11/18/19 14:30,2,3,11,2,18,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0, , , , , ,0, , , ,0,0,0,0, ,0,0
3,13386,11/20/19 13:44,Product # 1: Nessie Ladle Turquoise by OTOTO,5,3,Chrome,78.0.3904.97,Windows NT 10.0,1920x1200, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,4,4,1,5,4,5,5,3,2,4,4,4,2, ,28,3,1,0,0,0,0,0,0, ,1, , , , , , , , ,6,7, , , , ,1,26,11/18/19 14:24,3,4,18,2,15,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0, , , , , ,0, , , ,0,0,0,0, ,0,0
3,1685,11/20/19 14:00,Product # 20: hOmeLabs Sunrise Alarm Clock - Digital LED Clock with 6 Color Switch,7,7,Firefox,70,Windows NT 10.0,1536x864, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,7,7,6,7,1,5,5,2,2,5,2,4,2, ,51,2,1,0,0,0,0,0,0, , , ,1, , , , , , ,3,6, , , , ,1,142,11/18/19 14:48,3,7,34,1,11,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0, , , , , ,0, , , ,0,0,0,0, ,0,0
3,218,11/19/19 14:13,Product # 62: Fred POT PINCHERS Silicone Pot Holders,6,5,Chrome,78.0.3904.97,Windows NT 10.0,1366x768, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,5,5,3,5,3,5,5,2,2,2,4,4,2, ,19,4,1,0,0,0,0,0,0, , , , , , ,1, , , ,6,3, , , , ,2,66,11/18/19 14:34,2,5,23,4,16,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,5.5,0,0,0, , , , , ,0, , , ,0,0,0,0, ,0,0
3,450,11/19/19 14:20,Product # 20: hOmeLabs Sunrise Alarm Clock - Digital LED Clock with 6 Color Switch,5,6,Edge,18.18362,Windows NT 10.0,1366x768, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,6,6,5,6,2,5,5,5,4,4,5,5,2, ,54,2,1,0,0,0,0,0,0, ,1, , , , , , , , ,6,9, , , , ,1,30,11/18/19 14:26,3,6,29,2,21,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,5.5,0,0,0, , , , , ,0, , , ,0,0,0,0, ,0,0
3,370,11/20/19 9:54,"""Product # 27: Tacosaurus Rex Taco Holder- Holds 2 Tacos, Top Rated Novelty Taco Holder""",5,4,Chrome,78.0.3904.108,Android 9,360x740, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,7,4,2,5,3,5,3,2,4,4,2,3,2, ,45,2,1,0,0,0,0,0,0, , ,1, , , , , , , ,1,3, , , , ,1,72,11/18/19 14:36,2,5,23,2,13,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,4.5,0,0,0, , , , , ,0, , , ,0,0,0,0, ,0,0
3,935,11/19/19 14:27,"""Product # 86: Back to the Roots Organic Mushroom Farm Grow Kit, Harvest Gourmet Oyster Mushrooms In 10 days""",4,4,Chrome,78.0.3904.97,Windows NT 6.3,1920x1200, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,3,3,1,5,5,6,3,2,2,4,4,4,2, ,61,4,1,0,0,0,0,0,0, , , , , ,1, , , , ,1,6, , , , ,3,116,11/18/19 14:48,2,3,15,2,14,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0, , , , , ,0, , , ,0,0,0,0, ,0,0
3,341,11/20/19 9:50,Product # 53: Glass Tea Cup with a Lid & Strainer Portable Cute Cat Tail Heat,5,6,Chrome,76.0.3809.100,Macintosh,1280x800, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,3,2,1,5,4,4,7,4,4,5,4,5,2, ,25,1,0,1,0,0,0,0,0, ,1, , , , , , , , ,6,5, , , , ,2,34,11/18/19 14:46,2,4,15,1,18,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,5.5,0,0,0, , , , , ,0, , , ,0,0,0,0, ,0,0
3,404,11/20/19 14:48,"""Product # 86: Back to the Roots Organic Mushroom Farm Grow Kit, Harvest Gourmet Oyster Mushrooms In 10 days""",5,5,Chrome,78.0.3904.97,Macintosh,1366x768, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,4,4,1,5,6,6,7,4,4,2,5,4,2, ,32,3,0,1,0,0,0,0,0, , ,1, , , , , , , ,1,6, , , , ,3,64,11/18/19 14:24,2,2,16,4,21,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0, , , , , ,0, , , ,0,0,0,0, ,0,0
3,269,11/21/19 9:03,Product # 5: Beyution Bluetooth Wireless Headphones with Built-in,4,3,Chrome,78.0.3904.97,Windows NT 10.0,1920x1080, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,3,4,2,5,5,4,6,2,1,4,4,3,2, ,32,2,0,1,0,0,0,0,0, , , , , ,1, , , , ,2,2, , , , ,1,63,11/18/19 14:37,3,3,17,2,12,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,3.5,0,0,0, , , , , ,0, , , ,0,0,0,0, ,0,0
3,644,11/20/19 14:25,"""Product # 33: Cervical Spine Alignment Chiropractic Traction Device, Neck and Head Pain Relief""",4,5,Chrome,78.0.3904.108,Windows NT 10.0,1504x1003, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,6,5,5,6,4,6,3,2,2,4,3,4,2, ,27,3,0,1,0,0,0,0,0, ,1, , , , , , , , ,6,6, , , , ,1,35,11/18/19 14:44,3,4,26,2,13,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,4.5,0,0,0, , , , , ,0, , , ,0,0,0,0, ,0,0
3,483,11/20/19 14:12,"""Product # 43: JanSport Fifth Ave Fanny Pack, Smiles and Rainbows, For Men and Women""",4,4,Firefox,68,Android 9,432x719, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,4,4,5,5,4,7,3,1,2,5,1,2,2, ,22,1,0,1,0,0,0,0,0, , , , ,1, , , , , ,2,2, , , , ,2,33,11/18/19 14:16,3,4,22,1,7,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0, , , , , ,0, , , ,0,0,0,0, ,0,0
3,359,11/20/19 14:18,"""Product # 26: Burrito Blanket, Giant Flour Tortilla Throw Blanket,  Flannel Taco Blanket for Kids.""",5,7,Firefox,70,Windows NT 10.0,1600x900, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,3,2,2,5,6,6,7,4,3,4,3,5,2, ,21,2,0,1,0,0,0,0,0, ,1,1, , , , , , , ,6,3, , , , ,1,56,11/18/19 14:25,2,2,14,2,17,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0, , , , , ,0, , , ,0,0,0,0, ,0,0
3,792,11/19/19 14:26,"""Product # 134: Thermos Funtainer 12 Ounce Bottle, R2D2""",6,7,Chrome,78.0.3904.97,Windows NT 6.1,1440x900, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,5,4,5,4,3,5,5,2,2,3,3,5,2, ,31,5,0,1,0,0,0,0,0, ,1, , , , , , , , ,1,7, , , , ,4,109,11/18/19 14:41,2,5,23,3,15,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,6.5,0,0,0, , , , , ,0, , , ,0,0,0,0, ,0,0
3,403,11/20/19 14:07,"""Product # 71: Handsfree Call Car Charger,Wireless Bluetooth FM Transmitter Radio Receiver,Mp3 Music Stereo Adapter""",2,3,Chrome,78.0.3904.108,Android 8.0.0,360x640, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,7,7,7,7,1,2,2,3,3,1,4,4,2, ,22,1,0,1,0,0,0,0,0, , , ,1, , , , , , ,6,2, , , , ,2,50,11/18/19 14:41,4,7,35,5,19,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,2.5,0,0,0, , , , , ,0, , , ,0,0,0,0, ,0,0
3,251,11/20/19 13:35,"""Product # 118: TechWare Pro Ankle Brace Compression Sleeve - Relieves Achilles Tendonitis, Joint Pain. Plantar Fasciitis Foot Sock""",5,5,Chrome,78.0.3904.97,Windows NT 10.0,1366x768, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,4,4,5,6,2,5,5,1,1,5,1,1,2, ,24,3,0,1,0,0,0,0,0, , ,1, , , , , , , ,6,5, , , , ,3,27,11/18/19 14:38,3,6,25,1,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0, , , , , ,0, , , ,0,0,0,0, ,0,0
3,403,11/20/19 13:46,"""Product # 71: Handsfree Call Car Charger,Wireless Bluetooth FM Transmitter Radio Receiver,Mp3 Music Stereo Adapter""",4,5,Chrome,78.0.3904.97,Windows NT 10.0,1920x1080, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,5,5,6,4,4,5,6,3,4,4,4,3,2, ,47,3,0,1,0,0,0,0,0, ,1, , , , , , , , ,1,3, , , , ,2,92,11/18/19 14:17,2,4,24,2,16,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,4.5,0,0,0, , , , , ,0, , , ,0,0,0,0, ,0,0
3,238,11/20/19 14:05,Product # 45: Bob Ross Heat Changing Mug - Add Coffee or Tea and a Happy Little Scene Appears,5,3,Chrome,78.0.3904.97,Windows NT 10.0,1504x1003, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,4,3,2,5,5,4,6,4,3,4,4,4,2, ,26,5,0,1,0,0,0,0,0, ,1, , , , , , , , ,2,6, , , , ,2,27,11/18/19 14:39,2,3,17,2,17,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0, , , , , ,0, , , ,0,0,0,0, ,0,0
3,588,11/20/19 14:37,Product # 53: Glass Tea Cup with a Lid & Strainer Portable Cute Cat Tail Heat,4,2,Chrome,78.0.3904.92,CrOS x86_64 12499.51.0,1536x864, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,4,4,1,4,3,4,6,1,1,4,3,5,2, ,36,4,0,0,1,0,0,0,0, ,1, , , , , , , , ,2,6, , , , ,2,48,11/18/19 14:43,2,5,18,2,12,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0, , , , , ,0, , , ,0,0,0,0, ,0,0
3,1936,11/19/19 14:41,"""Product # 86: Back to the Roots Organic Mushroom Farm Grow Kit, Harvest Gourmet Oyster Mushrooms In 10 days""",3,2,Chrome,78.0.3904.97,Windows NT 10.0,1366x768, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,3,3,2,2,6,7,6,4,5,2,4,5,2, ,34,4,0,0,1,0,0,0,0, ,1, , , , , , , , ,2,6, , , , ,3,22,11/18/19 14:33,2,2,12,4,22,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,2.5,0,0,0, , , , , ,0, , , ,0,0,0,0, ,0,0
3,459,11/20/19 10:26,Product # 191: LOCHAS Deluxe Super Soft Fluffy Shaggy Home Decor Faux Sheepskin Silky Rug for Bedroom Floor Sofa Chair,5,4,Firefox,70,Windows NT 6.1,1366x768, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,3,3,3,4,5,5,5,2,4,4,4,1,2, ,28,1,0,0,1,0,0,0,0, , ,1, , , , , , , ,6,3, , , , ,5,36,11/18/19 14:38,2,3,16,2,13,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,4.5,0,0,0, , , , , ,0, , , ,0,0,0,0, ,0,0
3,678,11/20/19 10:22,"""Product # 86: Back to the Roots Organic Mushroom Farm Grow Kit, Harvest Gourmet Oyster Mushrooms In 10 days""",5,6,Chrome,78.0.3904.108,Windows NT 10.0,1536x864, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,4,4,2,5,3,6,5,4,3,2,4,4,2, ,63,2,0,0,1,0,0,0,0, ,1, , , , , , , , ,3,6, , , , ,3,112,11/18/19 14:42,2,5,20,4,19,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,5.5,0,0,0, , , , , ,0, , , ,0,0,0,0, ,0,0
3,3164,11/20/19 14:26,Product # 31: Dreamingbox Star Night Light Lamps 360-Degree Rotating Best Gifts for Kids,5,5,Chrome,78.0.3904.108,Windows NT 10.0,1368x768, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,4,4,5,5,3,5,5,4,2,4,4,2,2, ,27,1,0,0,1,0,0,0,0, ,1, , , , , , , , ,1,3, , , , ,1,44,11/18/19 14:34,2,5,23,2,14,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0, , , , , ,0, , , ,0,0,0,0, ,0,0
3,503,11/20/19 9:55,"""Product # 59: TheraFlow Dual Foot Massager Roller (Large). Relieve Plantar Fasciitis, Stress, Heel, Arch Pain""",4,4,Chrome,76.0.3809.136,CrOS x86_64 12239.92.0,1241x698, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,4,4,3,7,1,1,5,4,2,5,2,4,2, ,48,1,0,0,1,0,0,0,0, , , , ,1, , , , , ,3,4, , , , ,2,68,11/18/19 14:34,2,7,25,1,13,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0, , , , , ,0, , , ,0,0,0,0, ,0,0
3,446,11/19/19 14:19,Product # 95: Cute Cat Thermos Stainless Steel Mini Cartoon Water Bottle Travel Coffee Mug,4,5,Firefox,70,Windows NT 10.0,1366x768, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,4,4,3,3,5,6,5,2,1,5,4,2,2, ,23,4,0,0,1,0,0,0,0, ,1, , , , , , , , ,6,6, , , , ,3,55,11/18/19 14:33,3,3,17,1,10,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,4.5,0,0,0, , , , , ,0, , , ,0,0,0,0, ,0,0
3,974,11/20/19 14:06,Product # 42: StarPack Premium 3 Piece Mini White Ceramic Succulent Planter Pot Set,7,6,Chrome,78.0.3904.97,Windows NT 10.0,1366x768, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,4,4,3,4,6,4,6,4,2,4,2,2,2, ,62,2,0,0,1,0,0,0,0, , , , , , , , ,1, ,5,6, , , , ,2,157,11/18/19 14:30,2,2,17,2,12,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,6.5,0,0,0, , , , , ,0, , , ,0,0,0,0, ,0,0
3,326,11/19/19 14:15,Product # 8: I survived another meeting - 11OZ ceramic coffee mugs (2 pack),3,1,Chrome,78.0.3904.97,Macintosh,1440x900, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,7,7,7,7,1,7,1,1,5,5,5,5,2, ,25,1,0,0,1,0,0,0,0, , ,1, , , , , , , ,6,2, , , , ,1,40,11/18/19 14:39,5,7,35,1,17,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0, , , , , ,0, , , ,0,0,0,0, ,0,0
3,1005,11/20/19 13:47,"""Product # 176: Book Lover Mug, Yes I Really Do Need All These Books""",4,3,Firefox,70,Windows NT 6.1,1366x768, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,2,1,2,5,6,6,6,2,4,4,3,4,2, ,38,2,0,0,1,0,0,0,0, ,1, , , , , , , , ,4,8, , , , ,5,82,11/18/19 14:23,2,2,12,2,15,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,3.5,0,0,0, , , , , ,0, , , ,0,0,0,0, ,0,0
3,232,11/20/19 14:37,Product # 1: Nessie Ladle Turquoise by OTOTO,7,6,Chrome,78.0.3904.96,Android 9,360x740, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,6,6,6,7,2,2,2,3,3,4,4,3,2, ,19,1,0,0,1,0,0,0,0, , , , , , ,1, , , ,6,1, , , , ,1,56,11/18/19 14:41,4,6,31,2,15,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,6.5,0,0,0, , , , , ,0, , , ,0,0,0,0, ,0,0
3,865,11/20/19 14:09,"""Product # 109: Scented Candles Set, Natural Soy Wax Candle Gift Set for Women Travel Tin Candles for Aromatherapy, Stress Relief""",6,6,Chrome,78.0.3904.92,CrOS x86_64 12499.51.0,1366x768, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,5,6,5,5,3,2,4,2,2,4,5,5,2, ,32,4,0,0,1,0,0,0,0, ,1, , , , , , , , ,2,3, , , , ,3,31,11/18/19 14:41,4,5,26,2,16,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0, , , , , ,0, , , ,0,0,0,0, ,0,0
3,457,11/20/19 9:55,Product # 9: Pavilion Gift Company - Spoiled Dog Door Stopper,7,7,Chrome,78.0.3904.97,Windows NT 10.0,1280x720, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,7,7,6,7,1,2,3,3,2,4,2,3,2, ,19,3,0,0,1,0,0,0,0, , , , , , ,1, , , ,6,3, , , , ,1,104,11/18/19 14:49,5,7,34,2,12,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0, , , , , ,0, , , ,0,0,0,0, ,0,0
3,291,11/20/19 10:13,"""Product # 34: LAGHCAT Mermaid Tail Blanket Blanket for Adult, Oversized Sleeping Blanket""",6,7,Chrome,72.0.3626.76,Android 7.0,360x640, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,7,7,2,7,2,2,2,2,3,3,3,4,2, ,29,4,0,1,1,0,0,0,0, ,1, , , , , , , , ,2,6, , , , ,1,97,11/18/19 14:33,4,6,29,3,15,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,6.5,0,0,0, , , , , ,0, , , ,0,0,0,0, ,0,0
3,441,11/20/19 10:05,Product # 42: StarPack Premium 3 Piece Mini White Ceramic Succulent Planter Pot Set,6,5,Chrome,78.0.3904.108,Windows NT 6.1,1280x720, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,5,4,4,5,4,5,4,4,4,3,4,4,2, ,34,3,0,0,0,0,1,0,0, ,1, , , , , , , , ,6,6, , , , ,2,40,11/18/19 14:39,3,4,22,3,19,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,5.5,0,0,0, , , , , ,0, , , ,0,0,0,0, ,0,0
3,246,11/19/19 12:00,Product # 44: Ohbingo LED Photo Clips String Lights - 40 Photo Clips Battery Powered Fairy Twinkle Lights,4,4,Chrome,78.0.3904.97,Windows NT 6.1,1366x768, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,4,4,3,4,4,5,5,3,3,4,3,4,2, ,27,4,0,0,0,0,1,0,0, ,1, , , , , , , , ,2,6, , , , ,2,23,11/18/19 14:34,3,4,19,2,15,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0, , , , , ,0, , , ,0,0,0,0, ,0,0
